id,date,store_nbr,family,sales,onpromotion
3587,2013-01-03,1,MAGAZINES,0.0,0
3588,2013-01-03,1,MEATS,272.319,0
3589,2013-01-03,1,PERSONAL CARE,153.0,0
3590,2013-01-03,1,PET SUPPLIES,0.0,0
3591,2013-01-03,1,PLAYERS AND ELECTRONICS,0.0,0
3592,2013-01-03,1,POULTRY,187.278,0
3593,2013-01-03,1,PREPARED FOODS,63.0,0
3594,2013-01-03,1,PRODUCE,0.0,0
3595,2013-01-03,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
3596,2013-01-03,1,SEAFOOD,17.366001,0
5346,2013-01-04,1,AUTOMOTIVE,3.0,0
5347,2013-01-04,1,BABY CARE,0.0,0
5348,2013-01-04,1,BEAUTY,3.0,0
5349,2013-01-04,1,BEVERAGES,953.0,0
5350,2013-01-04,1,BOOKS,0.0,0
5351,2013-01-04,1,BREAD/BAKERY,198.366,0
5352,2013-01-04,1,CELEBRATION,0.0,0
5353,2013-01-04,1,CLEANING,827.0,0
5354,2013-01-04,1,DAIRY,460.0,0
5355,2013-01-04,1,DELI,131.411,0
5356,2013-01-04,1,EGGS,171.0,0
5357,2013-01-04,1,FROZEN FOODS,65.0,0
5358,2013-01-04,1,GROCERY I,2056.0,0
5359,2013-01-04,1,GROCERY II,15.0,0
5360,2013-01-04,1,HARDWARE,7.0,0
5361,2013-01-04,1,HOME AND KITCHEN I,0.0,0
5362,2013-01-04,1,HOME AND KITCHEN II,0.0,0
5363,2013-01-04,1,HOME APPLIANCES,0.0,0
5364,2013-01-04,1,HOME CARE,0.0,0
5365,2013-01-04,1,LADIESWEAR,0.0,0
5366,2013-01-04,1,LAWN AND GARDEN,7.0,0
5367,2013-01-04,1,LINGERIE,24.0,0
5368,2013-01-04,1,"LIQUOR,WINE,BEER",102.0,0
5369,2013-01-04,1,MAGAZINES,0.0,0
5370,2013-01-04,1,MEATS,454.172,0
5371,2013-01-04,1,PERSONAL CARE,88.0,0
5372,2013-01-04,1,PET SUPPLIES,0.0,0
5373,2013-01-04,1,PLAYERS AND ELECTRONICS,0.0,0
5374,2013-01-04,1,POULTRY,258.023,0
5375,2013-01-04,1,PREPARED FOODS,67.0,0
5376,2013-01-04,1,PRODUCE,0.0,0
5377,2013-01-04,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
5378,2013-01-04,1,SEAFOOD,29.907001,0
7128,2013-01-05,1,AUTOMOTIVE,5.0,0
7129,2013-01-05,1,BABY CARE,0.0,0
7130,2013-01-05,1,BEAUTY,3.0,0
7131,2013-01-05,1,BEVERAGES,1160.0,0
7132,2013-01-05,1,BOOKS,0.0,0
7133,2013-01-05,1,BREAD/BAKERY,301.057,0
7134,2013-01-05,1,CELEBRATION,0.0,0
7135,2013-01-05,1,CLEANING,811.0,0
7136,2013-01-05,1,DAIRY,464.0,0
7137,2013-01-05,1,DELI,118.613,0
7138,2013-01-05,1,EGGS,177.0,0
7139,2013-01-05,1,FROZEN FOODS,70.0,0
7140,2013-01-05,1,GROCERY I,2216.0,0
7141,2013-01-05,1,GROCERY II,30.0,0
7142,2013-01-05,1,HARDWARE,1.0,0
7143,2013-01-05,1,HOME AND KITCHEN I,0.0,0
7144,2013-01-05,1,HOME AND KITCHEN II,0.0,0
7145,2013-01-05,1,HOME APPLIANCES,0.0,0
7146,2013-01-05,1,HOME CARE,0.0,0
7147,2013-01-05,1,LADIESWEAR,0.0,0
7148,2013-01-05,1,LAWN AND GARDEN,10.0,0
7149,2013-01-05,1,LINGERIE,20.0,0
7150,2013-01-05,1,"LIQUOR,WINE,BEER",159.0,0
7151,2013-01-05,1,MAGAZINES,0.0,0
7152,2013-01-05,1,MEATS,328.94,0
7153,2013-01-05,1,PERSONAL CARE,141.0,0
7154,2013-01-05,1,PET SUPPLIES,0.0,0
7155,2013-01-05,1,PLAYERS AND ELECTRONICS,0.0,0
7156,2013-01-05,1,POULTRY,212.33301,0
7157,2013-01-05,1,PREPARED FOODS,66.0,0
7158,2013-01-05,1,PRODUCE,0.0,0
7159,2013-01-05,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
7160,2013-01-05,1,SEAFOOD,24.842,0
8910,2013-01-06,1,AUTOMOTIVE,2.0,0
8911,2013-01-06,1,BABY CARE,0.0,0
8912,2013-01-06,1,BEAUTY,0.0,0
8913,2013-01-06,1,BEVERAGES,407.0,0
8914,2013-01-06,1,BOOKS,0.0,0
8915,2013-01-06,1,BREAD/BAKERY,147.182,0
8916,2013-01-06,1,CELEBRATION,0.0,0
8917,2013-01-06,1,CLEANING,257.0,0
8918,2013-01-06,1,DAIRY,212.0,0
8919,2013-01-06,1,DELI,60.135,0
8920,2013-01-06,1,EGGS,85.0,0
8921,2013-01-06,1,FROZEN FOODS,32.73,0
8922,2013-01-06,1,GROCERY I,723.0,0
8923,2013-01-06,1,GROCERY II,5.0,0
8924,2013-01-06,1,HARDWARE,2.0,0
8925,2013-01-06,1,HOME AND KITCHEN I,0.0,0
8926,2013-01-06,1,HOME AND KITCHEN II,0.0,0
8927,2013-01-06,1,HOME APPLIANCES,0.0,0
8928,2013-01-06,1,HOME CARE,0.0,0
8929,2013-01-06,1,LADIESWEAR,0.0,0
8930,2013-01-06,1,LAWN AND GARDEN,0.0,0
8931,2013-01-06,1,LINGERIE,0.0,0
8932,2013-01-06,1,"LIQUOR,WINE,BEER",0.0,0
8933,2013-01-06,1,MAGAZINES,0.0,0
8934,2013-01-06,1,MEATS,113.282,0
8935,2013-01-06,1,PERSONAL CARE,49.0,0
8936,2013-01-06,1,PET SUPPLIES,0.0,0
8937,2013-01-06,1,PLAYERS AND ELECTRONICS,0.0,0
8938,2013-01-06,1,POULTRY,73.758,0
8939,2013-01-06,1,PREPARED FOODS,25.0,0
8940,2013-01-06,1,PRODUCE,0.0,0
8941,2013-01-06,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
8942,2013-01-06,1,SEAFOOD,5.0,0
10692,2013-01-07,1,AUTOMOTIVE,0.0,0
10693,2013-01-07,1,BABY CARE,0.0,0
10694,2013-01-07,1,BEAUTY,1.0,0
10695,2013-01-07,1,BEVERAGES,1158.0,0
10696,2013-01-07,1,BOOKS,0.0,0
10697,2013-01-07,1,BREAD/BAKERY,309.676,0
10698,2013-01-07,1,CELEBRATION,0.0,0
10699,2013-01-07,1,CLEANING,829.0,0
10700,2013-01-07,1,DAIRY,400.0,0
10701,2013-01-07,1,DELI,113.235,0
10702,2013-01-07,1,EGGS,157.0,0
10703,2013-01-07,1,FROZEN FOODS,95.0,0
10704,2013-01-07,1,GROCERY I,2262.0,0
10705,2013-01-07,1,GROCERY II,20.0,0
10706,2013-01-07,1,HARDWARE,0.0,0
10707,2013-01-07,1,HOME AND KITCHEN I,0.0,0
10708,2013-01-07,1,HOME AND KITCHEN II,0.0,0
10709,2013-01-07,1,HOME APPLIANCES,0.0,0
10710,2013-01-07,1,HOME CARE,0.0,0
10711,2013-01-07,1,LADIESWEAR,0.0,0
10712,2013-01-07,1,LAWN AND GARDEN,1.0,0
10713,2013-01-07,1,LINGERIE,5.0,0
10714,2013-01-07,1,"LIQUOR,WINE,BEER",109.0,0
10715,2013-01-07,1,MAGAZINES,0.0,0
10716,2013-01-07,1,MEATS,266.72,0
10717,2013-01-07,1,PERSONAL CARE,154.0,0
10718,2013-01-07,1,PET SUPPLIES,0.0,0
10719,2013-01-07,1,PLAYERS AND ELECTRONICS,0.0,0
10720,2013-01-07,1,POULTRY,218.293,0
10721,2013-01-07,1,PREPARED FOODS,48.0,0
10722,2013-01-07,1,PRODUCE,0.0,0
10723,2013-01-07,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
10724,2013-01-07,1,SEAFOOD,4.0,0
12474,2013-01-08,1,AUTOMOTIVE,2.0,0
12475,2013-01-08,1,BABY CARE,0.0,0
12476,2013-01-08,1,BEAUTY,3.0,0
12477,2013-01-08,1,BEVERAGES,1029.0,0
12478,2013-01-08,1,BOOKS,0.0,0
12479,2013-01-08,1,BREAD/BAKERY,321.851,0
12480,2013-01-08,1,CELEBRATION,0.0,0
12481,2013-01-08,1,CLEANING,827.0,0
12482,2013-01-08,1,DAIRY,384.0,0
12483,2013-01-08,1,DELI,130.085,0
12484,2013-01-08,1,EGGS,150.0,0
12485,2013-01-08,1,FROZEN FOODS,84.0,0
12486,2013-01-08,1,GROCERY I,1782.0,0
12487,2013-01-08,1,GROCERY II,22.0,0
12488,2013-01-08,1,HARDWARE,5.0,0
12489,2013-01-08,1,HOME AND KITCHEN I,0.0,0
12490,2013-01-08,1,HOME AND KITCHEN II,0.0,0
12491,2013-01-08,1,HOME APPLIANCES,0.0,0
12492,2013-01-08,1,HOME CARE,0.0,0
12493,2013-01-08,1,LADIESWEAR,0.0,0
12494,2013-01-08,1,LAWN AND GARDEN,3.0,0
12495,2013-01-08,1,LINGERIE,19.0,0
12496,2013-01-08,1,"LIQUOR,WINE,BEER",86.0,0
12497,2013-01-08,1,MAGAZINES,0.0,0
12498,2013-01-08,1,MEATS,393.51,0
12499,2013-01-08,1,PERSONAL CARE,119.0,0
12500,2013-01-08,1,PET SUPPLIES,0.0,0
12501,2013-01-08,1,PLAYERS AND ELECTRONICS,0.0,0
12502,2013-01-08,1,POULTRY,165.968,0
12503,2013-01-08,1,PREPARED FOODS,40.0,0
12504,2013-01-08,1,PRODUCE,0.0,0
12505,2013-01-08,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
12506,2013-01-08,1,SEAFOOD,30.767,0
14256,2013-01-09,1,AUTOMOTIVE,2.0,0
14257,2013-01-09,1,BABY CARE,0.0,0
14258,2013-01-09,1,BEAUTY,1.0,0
14259,2013-01-09,1,BEVERAGES,1186.0,0
14260,2013-01-09,1,BOOKS,0.0,0
14261,2013-01-09,1,BREAD/BAKERY,298.582,0
14262,2013-01-09,1,CELEBRATION,0.0,0
14263,2013-01-09,1,CLEANING,906.0,0
14264,2013-01-09,1,DAIRY,530.0,0
14265,2013-01-09,1,DELI,147.149,0
14266,2013-01-09,1,EGGS,171.0,0
14267,2013-01-09,1,FROZEN FOODS,86.0,0
14268,2013-01-09,1,GROCERY I,2429.0,0
14269,2013-01-09,1,GROCERY II,56.0,0
14270,2013-01-09,1,HARDWARE,2.0,0
14271,2013-01-09,1,HOME AND KITCHEN I,0.0,0
14272,2013-01-09,1,HOME AND KITCHEN II,0.0,0
14273,2013-01-09,1,HOME APPLIANCES,0.0,0
14274,2013-01-09,1,HOME CARE,0.0,0
14275,2013-01-09,1,LADIESWEAR,0.0,0
14276,2013-01-09,1,LAWN AND GARDEN,11.0,0
14277,2013-01-09,1,LINGERIE,5.0,0
14278,2013-01-09,1,"LIQUOR,WINE,BEER",104.0,0
14279,2013-01-09,1,MAGAZINES,0.0,0
14280,2013-01-09,1,MEATS,390.15298,0
14281,2013-01-09,1,PERSONAL CARE,190.0,0
14282,2013-01-09,1,PET SUPPLIES,0.0,0
14283,2013-01-09,1,PLAYERS AND ELECTRONICS,0.0,0
14284,2013-01-09,1,POULTRY,207.27501,0
14285,2013-01-09,1,PREPARED FOODS,53.0,0
14286,2013-01-09,1,PRODUCE,0.0,0
14287,2013-01-09,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
14288,2013-01-09,1,SEAFOOD,33.42,0
16038,2013-01-10,1,AUTOMOTIVE,2.0,0
16039,2013-01-10,1,BABY CARE,0.0,0
16040,2013-01-10,1,BEAUTY,3.0,0
16041,2013-01-10,1,BEVERAGES,847.0,0
16042,2013-01-10,1,BOOKS,0.0,0
16043,2013-01-10,1,BREAD/BAKERY,303.515,0
16044,2013-01-10,1,CELEBRATION,0.0,0
16045,2013-01-10,1,CLEANING,683.0,0
16046,2013-01-10,1,DAIRY,345.0,0
16047,2013-01-10,1,DELI,123.893,0
16048,2013-01-10,1,EGGS,117.0,0
16049,2013-01-10,1,FROZEN FOODS,61.0,0
16050,2013-01-10,1,GROCERY I,1544.0,0
16051,2013-01-10,1,GROCERY II,39.0,0
16052,2013-01-10,1,HARDWARE,4.0,0
16053,2013-01-10,1,HOME AND KITCHEN I,0.0,0
16054,2013-01-10,1,HOME AND KITCHEN II,0.0,0
16055,2013-01-10,1,HOME APPLIANCES,0.0,0
16056,2013-01-10,1,HOME CARE,0.0,0
16057,2013-01-10,1,LADIESWEAR,0.0,0
16058,2013-01-10,1,LAWN AND GARDEN,4.0,0
16059,2013-01-10,1,LINGERIE,10.0,0
16060,2013-01-10,1,"LIQUOR,WINE,BEER",67.0,0
16061,2013-01-10,1,MAGAZINES,0.0,0
16062,2013-01-10,1,MEATS,246.035,0
16063,2013-01-10,1,PERSONAL CARE,110.0,0
16064,2013-01-10,1,PET SUPPLIES,0.0,0
16065,2013-01-10,1,PLAYERS AND ELECTRONICS,0.0,0
16066,2013-01-10,1,POULTRY,156.072,0
16067,2013-01-10,1,PREPARED FOODS,66.0,0
16068,2013-01-10,1,PRODUCE,0.0,0
16069,2013-01-10,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
16070,2013-01-10,1,SEAFOOD,26.2,0
17820,2013-01-11,1,AUTOMOTIVE,3.0,0
17821,2013-01-11,1,BABY CARE,0.0,0
17822,2013-01-11,1,BEAUTY,2.0,0
17823,2013-01-11,1,BEVERAGES,1033.0,0
17824,2013-01-11,1,BOOKS,0.0,0
17825,2013-01-11,1,BREAD/BAKERY,296.43298,0
17826,2013-01-11,1,CELEBRATION,0.0,0
17827,2013-01-11,1,CLEANING,664.0,0
17828,2013-01-11,1,DAIRY,401.0,0
17829,2013-01-11,1,DELI,131.703,0
17830,2013-01-11,1,EGGS,148.0,0
17831,2013-01-11,1,FROZEN FOODS,68.841,0
17832,2013-01-11,1,GROCERY I,1750.0,0
17833,2013-01-11,1,GROCERY II,27.0,0
17834,2013-01-11,1,HARDWARE,2.0,0
17835,2013-01-11,1,HOME AND KITCHEN I,0.0,0
17836,2013-01-11,1,HOME AND KITCHEN II,0.0,0
17837,2013-01-11,1,HOME APPLIANCES,0.0,0
17838,2013-01-11,1,HOME CARE,0.0,0
17839,2013-01-11,1,LADIESWEAR,0.0,0
17840,2013-01-11,1,LAWN AND GARDEN,10.0,0
17841,2013-01-11,1,LINGERIE,14.0,0
17842,2013-01-11,1,"LIQUOR,WINE,BEER",130.0,0
17843,2013-01-11,1,MAGAZINES,0.0,0
17844,2013-01-11,1,MEATS,458.241,0
17845,2013-01-11,1,PERSONAL CARE,81.0,0
17846,2013-01-11,1,PET SUPPLIES,0.0,0
17847,2013-01-11,1,PLAYERS AND ELECTRONICS,0.0,0
17848,2013-01-11,1,POULTRY,179.567,0
17849,2013-01-11,1,PREPARED FOODS,57.0,0
17850,2013-01-11,1,PRODUCE,0.0,0
17851,2013-01-11,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
17852,2013-01-11,1,SEAFOOD,37.231,0
19602,2013-01-12,1,AUTOMOTIVE,2.0,0
19603,2013-01-12,1,BABY CARE,0.0,0
19604,2013-01-12,1,BEAUTY,0.0,0
19605,2013-01-12,1,BEVERAGES,1143.0,0
19606,2013-01-12,1,BOOKS,0.0,0
19607,2013-01-12,1,BREAD/BAKERY,321.681,0
19608,2013-01-12,1,CELEBRATION,0.0,0
19609,2013-01-12,1,CLEANING,621.0,0
19610,2013-01-12,1,DAIRY,404.0,0
19611,2013-01-12,1,DELI,107.167,0
19612,2013-01-12,1,EGGS,166.0,0
19613,2013-01-12,1,FROZEN FOODS,83.905,0
19614,2013-01-12,1,GROCERY I,1796.0,0
19615,2013-01-12,1,GROCERY II,33.0,0
19616,2013-01-12,1,HARDWARE,1.0,0
19617,2013-01-12,1,HOME AND KITCHEN I,0.0,0
19618,2013-01-12,1,HOME AND KITCHEN II,0.0,0
19619,2013-01-12,1,HOME APPLIANCES,0.0,0
19620,2013-01-12,1,HOME CARE,0.0,0
19621,2013-01-12,1,LADIESWEAR,0.0,0
19622,2013-01-12,1,LAWN AND GARDEN,0.0,0
19623,2013-01-12,1,LINGERIE,8.0,0
19624,2013-01-12,1,"LIQUOR,WINE,BEER",197.0,0
19625,2013-01-12,1,MAGAZINES,0.0,0
19626,2013-01-12,1,MEATS,260.07098,0
19627,2013-01-12,1,PERSONAL CARE,103.0,0
19628,2013-01-12,1,PET SUPPLIES,0.0,0
19629,2013-01-12,1,PLAYERS AND ELECTRONICS,0.0,0
19630,2013-01-12,1,POULTRY,140.046,0
19631,2013-01-12,1,PREPARED FOODS,54.0,0
19632,2013-01-12,1,PRODUCE,0.0,0
19633,2013-01-12,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
19634,2013-01-12,1,SEAFOOD,26.913,0
21384,2013-01-13,1,AUTOMOTIVE,2.0,0
21385,2013-01-13,1,BABY CARE,0.0,0
21386,2013-01-13,1,BEAUTY,0.0,0
21387,2013-01-13,1,BEVERAGES,572.0,0
21388,2013-01-13,1,BOOKS,0.0,0
21389,2013-01-13,1,BREAD/BAKERY,151.22,0
21390,2013-01-13,1,CELEBRATION,0.0,0
21391,2013-01-13,1,CLEANING,270.0,0
21392,2013-01-13,1,DAIRY,194.0,0
21393,2013-01-13,1,DELI,41.126,0
21394,2013-01-13,1,EGGS,98.0,0
21395,2013-01-13,1,FROZEN FOODS,47.0,0
21396,2013-01-13,1,GROCERY I,961.0,0
21397,2013-01-13,1,GROCERY II,9.0,0
21398,2013-01-13,1,HARDWARE,0.0,0
21399,2013-01-13,1,HOME AND KITCHEN I,0.0,0
21400,2013-01-13,1,HOME AND KITCHEN II,0.0,0
21401,2013-01-13,1,HOME APPLIANCES,0.0,0
21402,2013-01-13,1,HOME CARE,0.0,0
21403,2013-01-13,1,LADIESWEAR,0.0,0
21404,2013-01-13,1,LAWN AND GARDEN,6.0,0
21405,2013-01-13,1,LINGERIE,10.0,0
21406,2013-01-13,1,"LIQUOR,WINE,BEER",0.0,0
21407,2013-01-13,1,MAGAZINES,0.0,0
21408,2013-01-13,1,MEATS,131.269,0
21409,2013-01-13,1,PERSONAL CARE,61.0,0
21410,2013-01-13,1,PET SUPPLIES,0.0,0
21411,2013-01-13,1,PLAYERS AND ELECTRONICS,0.0,0
21412,2013-01-13,1,POULTRY,88.117004,0
21413,2013-01-13,1,PREPARED FOODS,38.0,0
21414,2013-01-13,1,PRODUCE,0.0,0
21415,2013-01-13,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
21416,2013-01-13,1,SEAFOOD,14.146,0
23166,2013-01-14,1,AUTOMOTIVE,2.0,0
23167,2013-01-14,1,BABY CARE,0.0,0
23168,2013-01-14,1,BEAUTY,2.0,0
23169,2013-01-14,1,BEVERAGES,1178.0,0
23170,2013-01-14,1,BOOKS,0.0,0
23171,2013-01-14,1,BREAD/BAKERY,281.286,0
23172,2013-01-14,1,CELEBRATION,0.0,0
23173,2013-01-14,1,CLEANING,692.0,0
23174,2013-01-14,1,DAIRY,411.0,0
23175,2013-01-14,1,DELI,144.155,0
23176,2013-01-14,1,EGGS,143.0,0
23177,2013-01-14,1,FROZEN FOODS,78.15,0
23178,2013-01-14,1,GROCERY I,1902.0,0
23179,2013-01-14,1,GROCERY II,19.0,0
23180,2013-01-14,1,HARDWARE,1.0,0
23181,2013-01-14,1,HOME AND KITCHEN I,0.0,0
23182,2013-01-14,1,HOME AND KITCHEN II,0.0,0
23183,2013-01-14,1,HOME APPLIANCES,0.0,0
23184,2013-01-14,1,HOME CARE,0.0,0
23185,2013-01-14,1,LADIESWEAR,0.0,0
23186,2013-01-14,1,LAWN AND GARDEN,4.0,0
23187,2013-01-14,1,LINGERIE,12.0,0
23188,2013-01-14,1,"LIQUOR,WINE,BEER",94.0,0
23189,2013-01-14,1,MAGAZINES,0.0,0
23190,2013-01-14,1,MEATS,311.573,0
23191,2013-01-14,1,PERSONAL CARE,84.0,0
23192,2013-01-14,1,PET SUPPLIES,0.0,0
23193,2013-01-14,1,PLAYERS AND ELECTRONICS,0.0,0
23194,2013-01-14,1,POULTRY,195.12401,0
23195,2013-01-14,1,PREPARED FOODS,64.0,0
23196,2013-01-14,1,PRODUCE,0.0,0
23197,2013-01-14,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
23198,2013-01-14,1,SEAFOOD,33.397,0
24948,2013-01-15,1,AUTOMOTIVE,1.0,0
24949,2013-01-15,1,BABY CARE,0.0,0
24950,2013-01-15,1,BEAUTY,0.0,0
24951,2013-01-15,1,BEVERAGES,1149.0,0
24952,2013-01-15,1,BOOKS,0.0,0
24953,2013-01-15,1,BREAD/BAKERY,285.612,0
24954,2013-01-15,1,CELEBRATION,0.0,0
24955,2013-01-15,1,CLEANING,686.0,0
24956,2013-01-15,1,DAIRY,357.0,0
24957,2013-01-15,1,DELI,100.801,0
24958,2013-01-15,1,EGGS,136.0,0
24959,2013-01-15,1,FROZEN FOODS,47.0,0
24960,2013-01-15,1,GROCERY I,1671.0,0
24961,2013-01-15,1,GROCERY II,30.0,0
24962,2013-01-15,1,HARDWARE,1.0,0
24963,2013-01-15,1,HOME AND KITCHEN I,0.0,0
24964,2013-01-15,1,HOME AND KITCHEN II,0.0,0
24965,2013-01-15,1,HOME APPLIANCES,0.0,0
24966,2013-01-15,1,HOME CARE,0.0,0
24967,2013-01-15,1,LADIESWEAR,0.0,0
24968,2013-01-15,1,LAWN AND GARDEN,7.0,0
24969,2013-01-15,1,LINGERIE,18.0,0
24970,2013-01-15,1,"LIQUOR,WINE,BEER",64.0,0
24971,2013-01-15,1,MAGAZINES,0.0,0
24972,2013-01-15,1,MEATS,287.346,0
24973,2013-01-15,1,PERSONAL CARE,95.0,0
24974,2013-01-15,1,PET SUPPLIES,0.0,0
24975,2013-01-15,1,PLAYERS AND ELECTRONICS,0.0,0
24976,2013-01-15,1,POULTRY,184.33,0
24977,2013-01-15,1,PREPARED FOODS,61.0,0
24978,2013-01-15,1,PRODUCE,0.0,0
24979,2013-01-15,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
24980,2013-01-15,1,SEAFOOD,23.085,0
26730,2013-01-16,1,AUTOMOTIVE,1.0,0
26731,2013-01-16,1,BABY CARE,0.0,0
26732,2013-01-16,1,BEAUTY,2.0,0
26733,2013-01-16,1,BEVERAGES,1043.0,0
26734,2013-01-16,1,BOOKS,0.0,0
26735,2013-01-16,1,BREAD/BAKERY,386.158,0
26736,2013-01-16,1,CELEBRATION,0.0,0
26737,2013-01-16,1,CLEANING,980.0,0
26738,2013-01-16,1,DAIRY,519.0,0
26739,2013-01-16,1,DELI,116.265,0
26740,2013-01-16,1,EGGS,207.0,0
26741,2013-01-16,1,FROZEN FOODS,102.0,0
26742,2013-01-16,1,GROCERY I,2387.0,0
26743,2013-01-16,1,GROCERY II,35.0,0
26744,2013-01-16,1,HARDWARE,8.0,0
26745,2013-01-16,1,HOME AND KITCHEN I,0.0,0
26746,2013-01-16,1,HOME AND KITCHEN II,0.0,0
26747,2013-01-16,1,HOME APPLIANCES,0.0,0
26748,2013-01-16,1,HOME CARE,0.0,0
26749,2013-01-16,1,LADIESWEAR,0.0,0
